Response,Error,original_title,Title,Year,Rated,Released,Runtime,Genre,Director,Writer,Actors,Plot,Language,Country,Awards,Poster,Ratings,Metascore,imdbRating,imdbVotes,imdbID,Type,DVD,BoxOffice,Production,Website,totalSeasons
True,,Ave Maria,Ave Maria,2015,N/A,24 Feb 2016,15 min,"Short, Comedy",Basil Khalil,"Daniel Ka-Chun Chan, Basil Khalil","Maria Zreik, Huda Al Imam, Shady Srour",The silent routine of 5 Nuns living in the West Bank wilderness is disturbed when an Israeli settler family breaks down right outside the convent just as the Sabbath comes into effect.,"Arabic, English, Hebrew","Occupied Palestinian Territory, France, Germany",Nominated for 1 Oscar. 13 wins & 24 nominations total,https://m.media-amazon.com/images/M/MV5BYWRmOTc0YzAtOTYwZi00ODA0LTgwMTItNTgzNmE2ZGIxMTIzXkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.5/10'}]",N/A,6.5,"1,435",tt4419794,movie,N/A,N/A,N/A,N/A,
True,,Niyazi Gül Dörtnala,Niyazi Gül Dörtnala,2015,N/A,08 May 2015,106 min,Comedy,Hakan Algül,"Cihan Ceylan, Ata Demirer, Ögünç Ersöz","Ata Demirer, Demet Akbag, Sebnem Bozoklu","Niyazi, a veterinarian, is on the lookout for a special elixir for animals. What he doesn't yet know is a mobster and his estranged love is also on the lookout for that elixir.",Turkish,Turkey,N/A,https://m.media-amazon.com/images/M/MV5BMTk3MjM3NjAzOV5BMl5BanBnXkFtZTgwMTAzMzYzNTE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '4.5/10'}]",N/A,4.5,"3,524",tt4505260,movie,N/A,N/A,N/A,N/A,
False,Movie not found!,Sila Samayangalil,,,,,,,,,,,,,,,,,,,,,,,,,
True,,Secret of Success,From The Killing to Borgen - The Danish Secret of Success,2012,N/A,28 Apr 2012,30 min,Documentary,N/A,N/A,"Emma Jane Kirby, Piv Bernth, Sofie Gråbøl",N/A,English,United Kingdom,N/A,N/A,[],N/A,N/A,N/A,tt2147278,movie,N/A,N/A,N/A,N/A,
True,,Love Is a Story,Love Is a Story,2015,N/A,01 Nov 2015,97 min,"Comedy, Romance",Cristina Jacob,"Dan Chiriac, Cristina Jacob","Dragos Bucur, Raluca Aprodu, Ducu Darie","Near by Christmas, in an old and charming town in Transylvania, Sebastian and Aprilia start a beautiful love story. However, nothing is as simple as it would seem. Being influenced by three men with strong personalities, Aprilia n...",Romanian,Romania,N/A,https://m.media-amazon.com/images/M/MV5BMjMzNDE1MDQyOV5BMl5BanBnXkFtZTgwNTkyMDI5NjE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.0/10'}]",N/A,6.0,480,tt3764686,movie,N/A,N/A,N/A,N/A,
True,,Motu Patlu Aur Khazaane Ki Race,Motu Patlu Aur Khazaane Ki Race,2015,N/A,26 Jan 2015,N/A,"Animation, Action, Comedy",Suhas Kadav,Niraj Vikram,N/A,"Motu and Patlu rescue a dog from a group of evil men. They find out that the men were sent by Mr Chamko to steal a locket the dog is wearing, which is the key to a hidden treasure.",Hindi,India,N/A,https://m.media-amazon.com/images/M/MV5BZDdkZjk1YTAtYjk1YS00NGY2LThjYzgtZDMxNGFjOTM5MzFlXkEyXkFqcGdeQXVyNjkyODEzOTM@._V1_SX300.jpg,[],N/A,N/A,7,tt20765946,movie,N/A,N/A,N/A,N/A,
True,,Husband Factor,Husband Factor: Resurrection,2016,N/A,N/A,108 min,"Comedy, Family, Romance",Kivanç Baruönü,N/A,"Ezgi Mola, Murat Yildirim",A girl tries to manage the demands of her traditional family's wishes and her own as she embarks on a journey to marry the love of her life,Turkish,Turkey,N/A,https://m.media-amazon.com/images/M/MV5BMTI2OWEwMmYtYzgzMS00YTViLTkxODEtOTljZmE4NDA4YWRiXkEyXkFqcGdeQXVyNDg4MjkzNDk@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.4/10'}]",N/A,5.4,305,tt5838944,movie,18 Feb 2017,N/A,N/A,N/A,
True,,Husband Factor: Resurrection,Husband Factor: Resurrection,2016,N/A,N/A,108 min,"Comedy, Family, Romance",Kivanç Baruönü,N/A,"Ezgi Mola, Murat Yildirim",A girl tries to manage the demands of her traditional family's wishes and her own as she embarks on a journey to marry the love of her life,Turkish,Turkey,N/A,https://m.media-amazon.com/images/M/MV5BMTI2OWEwMmYtYzgzMS00YTViLTkxODEtOTljZmE4NDA4YWRiXkEyXkFqcGdeQXVyNDg4MjkzNDk@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.4/10'}]",N/A,5.4,305,tt5838944,movie,18 Feb 2017,N/A,N/A,N/A,
True,,The Tour,The Tour,2014,N/A,25 Aug 2014,15 min,"Short, Horror","Alex Mathieson, Damon Rickard","Alex Mathieson, Damon Rickard","Jessica Cameron, Heather Dorff, Tom Gordon","Darkmoor Manor is England's most haunted house, its doors closed to the public. It is now just part of a tour which helps attracts visitors to a struggling town. That is until the tour guide, trying to impress two attractive Ameri...",English,United Kingdom,1 win & 1 nomination,https://m.media-amazon.com/images/M/MV5BMTY3MTY2MzI5OF5BMl5BanBnXkFtZTgwNzQ1MDU2MjE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.0/10'}]",N/A,7.0,108,tt3518044,movie,N/A,N/A,N/A,N/A,
True,,The Super Parental Guardians,The Super Parental Guardians,2016,N/A,09 Dec 2016,115 min,Comedy,Joyce Bernal,"Vice Ganda, Coco Martin, Alpha Habon","Vice Ganda, Coco Martin, Onyok Pineda","Shortly after the murder of his friend, a young gay man accepts guardianship of her two kids while her brother tracks down her killer.","Filipino, Tagalog",Philippines,4 nominations,https://m.media-amazon.com/images/M/MV5BM2I5MDQxZTgtMGE2My00ZWNmLThiMzAtZjZmYzk3ZjUxOGViL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNTI5NjIyMw@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '4.4/10'}]",N/A,4.4,255,tt6271110,movie,N/A,N/A,N/A,N/A,
True,,Oloibiri,Oloibiri,2015,TV-MA,01 Jan 2015,93 min,"Action, Drama, Thriller",Curtis Graham,Samantha Iwowo,"Olu Jacobs, Richard Mofe-Damijo, William R. Moses",Based on True Events. A story about the 1st oil well drilled in Nigeria and how the impact has affected a small Nigerian Delta Village( Oloibiri) and the lives of those involved.,English,"Canada, Nigeria, United States",1 win & 4 nominations,https://m.media-amazon.com/images/M/MV5BMTc3OTU0OTM3NV5BMl5BanBnXkFtZTgwMzU2NjU1NTE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.2/10'}]",N/A,5.2,193,tt4452274,movie,N/A,N/A,N/A,N/A,
True,,Sam Kinison: The Scream Continues,Sam Kinison: The Scream Continues,2016,Not Rated,16 Sep 2016,29 min,"Documentary, Short",N/A,N/A,"Bill Kinison, Sam Kinison","Comedy Dynamics sat down with Sam Kinison's brother, Bill, to set the record straight. Including his classic performances, rare TV appearances and photos, this documentary is not to be missed by any true Sam Kinison fan!",English,United States,N/A,https://m.media-amazon.com/images/M/MV5BMmU2OGNiNzUtZDRmNy00M2JhLTliYjYtMWQxNmViMmNmNzIxXkEyXkFqcGdeQXVyMzcwMjcwNQ@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.4/10'}]",N/A,6.4,87,tt6069058,movie,N/A,N/A,N/A,N/A,
True,,Gang of the Caribbean,Gang of the Caribbean,2016,N/A,30 Nov 2016,90 min,Thriller,Jean-Claude Flamand-Barny,"Philippe Bernard, Thomas Cheysson, Jean-Claude Flamand-Barny","Djédjé Apali, Eriq Ebouaney, Adama Niane","A gun to be heard, a pen to make yourself understood. The identical course of four young West Indians men who arrived to Paris in the 70's.",N/A,France,N/A,https://m.media-amazon.com/images/M/MV5BYTI0YWE4ODktMDUwMS00YmVjLWI0MmQtYjI1MzBhNGJkOWVlXkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.2/10'}]",N/A,5.2,327,tt2174084,movie,N/A,N/A,N/A,N/A,
True,,Kiss of Life,Kiss of Life,2003,N/A,02 Jan 2004,100 min,Drama,Emily Young,Emily Young,"Ingeborga Dapkunaite, Peter Mullan, David Warner","Helen lives in London with her father and her kids. John, her husband, is an aid-worker in Eastern Europe. He has been gone many months. Helen is desperately anxious that he should come home. Taking the kids to school one morning,...",English,"United Kingdom, France, Germany",Won 1 BAFTA Award3 wins & 5 nominations total,https://m.media-amazon.com/images/M/MV5BODllMWQyNDgtYTM5MS00Yzc0LTkyM2ItYTJiYmZkZjMyZjUxXkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '40%'}]",N/A,5.6,298,tt0365410,movie,N/A,N/A,N/A,N/A,
False,Movie not found!,Souk Bazaar,,,,,,,,,,,,,,,,,,,,,,,,,
True,,Everything About Her,Everything About Her,2016,TV-PG,29 Jan 2016,127 min,"Comedy, Drama",Joyce Bernal,"Mia Concio, Irene Villamor","Vilma Santos, Angel Locsin, Xian Lim","When powerful businesswoman Vilma Santos falls seriously ill, she navigates her complicated relationship with her caregiver, Angel Locsin, and her estranged son Xian Lim in this story about acceptance, love, and forgiveness.","Filipino, Tagalog",Philippines,8 wins & 23 nominations,https://m.media-amazon.com/images/M/MV5BZTg0OWQ5YTItZTIzNC00ZWI3LTk0YTAtMjQ3ZTMwNjMxMjVjXkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.1/10'}]",N/A,7.1,389,tt3860092,movie,N/A,N/A,N/A,N/A,
True,,The Creative Indians,The Creative Indians,2016–,N/A,15 Apr 2016,N/A,Documentary,N/A,N/A,"Nawazuddin Siddiqui, The Viral Fever, Sumer Verma","The Creative Indians is a docu-series showcasing, de-mystifying and de-constructing the lives, journeys and processes of the most impactful creative professionals and projects of India across industries like Cinema, Art, Design, M...",English,India,N/A,https://m.media-amazon.com/images/M/MV5BM2QzZjRkZTktYzEzZS00NTAwLTg1OTItZGNlNzFjYmNjODY1XkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '8.3/10'}]",N/A,8.3,51,tt9583184,series,,,,,4
False,Movie not found!,Saudi Arabia Uncovered,,,,,,,,,,,,,,,,,,,,,,,,,
True,,A Man Returned,A Man Returned,2016,N/A,23 Sep 2017,30 min,"Documentary, Short, Crime",Mahdi Fleifel,Mahdi Fleifel,Reda Al-Saleh,Love in the midst of chaos.,Arabic,"United Kingdom, Denmark, Netherlands, Lebanon",12 wins & 25 nominations,https://m.media-amazon.com/images/M/MV5BMjI5OTgyODc5N15BMl5BanBnXkFtZTgwNzU3MjAwODE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.3/10'}]",N/A,7.3,95,tt5348550,movie,N/A,N/A,N/A,N/A,
True,,Road To High & Low,Road to High & Low,2016,N/A,07 May 2016,95 min,Drama,Shigeaki Kubo,N/A,"Shintarô Akiyama, Kôsei Amano, Nozomi Bandô","Childhood friends Cobra, Yamato form gang for academically excelling Noboru. Noboru's return leads to conflict between 5 gangs: Sanno Rengokai, WhiteRascals, Oya Koko, Rude Boys, Daruma Ikka in S.W.O.R.D area over unspecified reas...",Japanese,Japan,N/A,https://m.media-amazon.com/images/M/MV5BNWM2NGU5OTAtZmFmNC00MjI1LWI3ZDEtYzU2YzAxNzljYTdjXkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.6/10'}]",N/A,6.6,324,tt5659164,movie,N/A,N/A,N/A,N/A,
True,,Back to 1989,Back to 1989,2016,N/A,22 Jan 2016,73 min,Drama,N/A,N/A,"Li-Ang Chang, Yu-Wei Shao, Mini Tsai","Chen Che doesn't know who his father was and the topic is a taboo in the Chen family. When an accident threw him back to 1989, a year before he was born, he gets a chance to find out himself.",Min Nan,Taiwan,N/A,https://m.media-amazon.com/images/M/MV5BMDI0MmU1MzAtOWM5My00ZDI2LWI3ZjEtNjdiYWExMDJiNzQ0XkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '8.1/10'}]",N/A,8.1,171,tt6273088,series,,,,,1
True,,The Arbitration,The Arbitration,2016,N/A,12 Aug 2016,100 min,Drama,Niyi Akinmolayan,Chinaza Onuzo,"Fiyin Adebayo, Bimbo Ademoye, Bunmi Ajakaiye",An Arbitration panel is constituted to find out the truth when the CEO of a company who has an affair with his employee is being sued and accused of raping her.,English,Nigeria,N/A,https://m.media-amazon.com/images/M/MV5BMmUyNWZlMjktMmY3Ni00NjVlLThlN2ItYzY1M2Q1OTFjNmUxXkEyXkFqcGdeQXVyNjgxMTYxOTM@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.4/10'}]",N/A,5.4,130,tt5811182,movie,N/A,N/A,N/A,N/A,
True,,The Last Egg,The Last Egg,2016,N/A,19 Feb 2016,95 min,"Comedy, Drama","Nam Cito, Bao Nhan","Nam Cito, Bao Nhan","Huu Chau, Viet Huong, Lap Huynh","A successful and beautiful woman has always said no to marriage. Upon turning 30, she discovers she has a rare disease which will soon cause ovarian failure. How will she find a way to get pregnant before she can no longer have a ...",Vietnamese,Vietnam,N/A,https://m.media-amazon.com/images/M/MV5BYjMwM2U4MGItNzI4OS00MGY2LTliYjEtZjljZGIxYTcxZjY4XkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '4.0/10'}]",N/A,4.0,136,tt5357902,movie,N/A,N/A,N/A,N/A,
True,,Jandino: Whatever it Takes,Jandino: Whatever it Takes,2016,N/A,09 Sep 2016,95 min,Comedy,N/A,N/A,"Jandino Asporaat, Giorgio Costa, Lorenzo Elstak","Jandino Asporaat riffs on the challenges of raising kids and serenades the audience with a rousing rendition of ""Sex on Fire"" in his comedy show.","English, Dutch",Netherlands,N/A,https://m.media-amazon.com/images/M/MV5BMWE3MGVjZDktODE1YS00ZTg0LThkMDItYWMwZjE3OTI2YWQwXkEyXkFqcGdeQXVyNDY1ODY3Mw@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '4.6/10'}]",N/A,4.6,33,tt6999080,movie,N/A,N/A,N/A,N/A,
True,,Gbomo Gbomo Express,Gbomo Gbomo Express,2015,N/A,02 Oct 2015,96 min,Crime,Walter Taylaur,"Scot Eritemu, Walter Taylaur","Gbenro Ajibade, Shaffy Bello, Blossom Chukwujekwu","GBOMO GBOMO EXPRESS is a gritty, dark comedy feature film about money, love and deception centered on the kidnap and ransom of a record label executive, during a night of celebration with a beautiful socialite.",English,Nigeria,1 nomination,https://m.media-amazon.com/images/M/MV5BNjg0MmE3ZjEtYTc0MS00ZTlmLWIzMTMtMGUzYTYwYTJjYTM5XkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.1/10'}]",N/A,5.1,54,tt4527090,movie,N/A,N/A,N/A,N/A,
True,,Janoskians: Untold and Untrue,Janoskians: Untold and Untrue,2015,Unrated,28 Aug 2015,88 min,Comedy,Brett Weiner,Brett Weiner,"Connor Ball, Brittany Behrns, Dustin Belt",A history of the Australia comedy troupe The Janoskians leading up to their live performance at Wembley Stadium.,N/A,United States,N/A,https://m.media-amazon.com/images/M/MV5BMTY2MzQyNjM2NF5BMl5BanBnXkFtZTgwNDEwMDQ1NjE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '3.6/10'}]",N/A,3.6,183,tt4841640,movie,N/A,N/A,N/A,N/A,
True,,The Dream Job,The Dream Job,2016,N/A,28 Jun 2016,45 min,Family,N/A,N/A,"Shaun Chen, Rebecca Lim, Jeanette Aw","Many people harbour the hope of a 'dream job', one that pays well, offer great benefits, and with a boss who treats them like his own.",Chinese,Singapore,N/A,https://m.media-amazon.com/images/M/MV5BOTA5NTU4NDEtOWRjYy00OTVmLThkMGUtMWE5YjFhM2Q2ZmZlXkEyXkFqcGdeQXVyMjg0MTI5NzQ@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.7/10'}]",N/A,6.7,18,tt7131688,series,,,,,1
True,,Crazy Beautiful You,Crazy Beautiful You,2015,N/A,25 Feb 2015,114 min,"Comedy, Drama, Romance",Mae Czarina Cruz,"Jancy E. Nicolas, Bianca B. Bernardino, Maan Dimaculangan","Lorna Tolentino, Kathryn Bernardo, Daniel Padilla",A spoiled young girl is forced to tag along with her mom on a medical mission in Tarlac. There she meets a young man from a different world who shows her another side of life.,"Filipino, Tagalog",Philippines,4 wins & 27 nominations,https://m.media-amazon.com/images/M/MV5BNDJmYjEwOWItMDZjMi00ZWNjLWI0MjUtNjIyZDgwOTUxNmE3XkEyXkFqcGdeQXVyNTI5NjIyMw@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.9/10'}]",N/A,6.9,976,tt4377918,movie,N/A,N/A,N/A,N/A,
True,,Tariqi: My Way,Tariqi: My Way,2015–,N/A,18 Jun 2015,N/A,"Drama, Music",N/A,N/A,"Sherine Abdel Wahab, Nada Musa, Mohamed Hatem","In the 1970s, Dalila is suffering from oppression and injustice by her aristocratic mother because Dalila is determined to be a famous singer. Along the way she experiences two love stories that will show her who is on her side on...",Arabic,Egypt,N/A,https://m.media-amazon.com/images/M/MV5BN2Q3MWMxZDYtZWI5YS00NTg0LWFhYTctY2U3YjZhNDQzZGZjXkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.4/10'}]",N/A,7.4,211,tt5528490,series,,,,,1
True,,Mind Game,Mind Game,2004,Not Rated,28 Oct 2021,103 min,"Animation, Adventure, Comedy","Masaaki Yuasa, Kôji Morimoto","Robin Nishi, Masaaki Yuasa","Kôji Imada, Sayaka Maeda, Takashi Fujii","After a deadly encounter with two yakuza, a loser with a crush on his childhood girlfriend goes to heaven and back, embarking on a psychedelic self-discovery experience with her and his friends.",Japanese,Japan,1 win total,https://m.media-amazon.com/images/M/MV5BMGU4ZDhlNjUtNDIxZC00MDhlLTg5YzEtNDg2NzRiNjlmOTdlXkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '100%'}, {'Source': 'Metacritic', 'Value': '66/100'}]",66,7.7,"11,360",tt0452039,movie,N/A,"$36,613",N/A,N/A,
True,,Snervous Tyler Oakley,Snervous Tyler Oakley,2015,PG-13,11 Dec 2015,82 min,Documentary,Amy Rice,N/A,"Korey Kuhl, Vinny Grosso, Luke Cutforth","After eight years of sharing snippets of his life online, see the intimate truth of Tyler Oakley's relationship with family, followers and fame on his sold out international tour.",English,United States,N/A,https://m.media-amazon.com/images/M/MV5BYzYzOWU4ZDctMjY2Ny00Mjg1LWI1YTMtY2Y5YjEwMzY0NzI3XkEyXkFqcGdeQXVyMTY5Nzc4MDY@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '40%'}]",N/A,5.5,482,tt5073746,movie,N/A,N/A,N/A,N/A,
True,,Sommore: The Reign Continues,Sommore: The Reign Continues,2015,N/A,N/A,N/A,Comedy,Kevin Layne,"Wayne Baxley, Sommore",Sommore,N/A,English,United States,N/A,https://m.media-amazon.com/images/M/MV5BZmE5MGNjOTMtYTFkMi00NzlkLWIxNDktNzI0ODBiOTlhMjEwXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.9/10'}]",N/A,6.9,83,tt4172758,movie,N/A,N/A,N/A,N/A,
True,,Hajwala: The Missing Engine,Hajwala: The Missing Engine,2016,PG-13,29 Sep 2016,96 min,"Action, Adventure, Crime","Ali Bin Matar, Ibrahim Bin Mohamed, Hasan Aljaberi","Hasan Aljaberi, Ibrahim Bin Mohamed","Anwar Aljabri, Haleem Aljabri, Omar Aljabri","Khalid and Kehailan are two team leaders who are passionate about car racing and challenges. They enter into a crazy competition to win the challenge involving a lot of surprises, which unexpectedly change both their lives.",Arabic,United Arab Emirates,N/A,https://m.media-amazon.com/images/M/MV5BNTA5OTQ0NWItZTk1YS00OGU5LTk1ZjktNmVhNjg5ZmUxZDE2XkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '2.0/10'}]",N/A,2.0,282,tt6200274,movie,N/A,N/A,N/A,N/A,
True,,Just the Way You Are,Just the Way You Are,2015,TV-G,09 May 2015,84 min,"Comedy, Drama, Romance",Kristoffer Tabori,"Harvey Frost, Michael J. Murray","Candace Cameron Bure, Ty Olsson, Farryn VanHumbeck","A successful matchmaker has suddenly lost the spark in her own marriage after 15 years, so Jennie insists her husband, Ian, to go on a blind date-with her. By rediscovering each other as ""newly-mets,"" they get a second chance to f...",English,Canada,N/A,https://m.media-amazon.com/images/M/MV5BZmYxYjU2MDAtMjQzOS00ZjE5LTkzYjctODdjYmYwZDcxN2RlXkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.8/10'}]",N/A,5.8,"1,356",tt4380580,movie,N/A,N/A,N/A,N/A,
True,,Dedemin Fişi,Dedemin Fisi,2016,N/A,10 Mar 2017,100 min,"Comedy, Family",Meltem Bozoflu,"Yilmaz Erdogan, Sila Çetindag, Ayberk Sak","Aziz Aslan, Hatice Aslan, Kivanç Baran Aslan",Estranged family members re-unite to determine whether to pull the family patriarch out of life support or not.,Turkish,Turkey,N/A,https://m.media-amazon.com/images/M/MV5BODQ2MTk4NzQxN15BMl5BanBnXkFtZTgwNTU3NTU1NzE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.6/10'}]",N/A,5.6,"4,096",tt5191238,movie,N/A,N/A,N/A,N/A,
True,,The Unmarried Wife,The Unmarried Wife,2016,N/A,25 Nov 2016,130 min,"Drama, Romance",Maryo J. de los Reyes,"Keiko Aquino, Vanessa R. Valdez","Angelica Panganiban, Dingdong Dantes, Paulo Avelino",A businesswoman confronts her husband about his infidelity.,"Tagalog, Filipino",Philippines,2 wins & 21 nominations,https://m.media-amazon.com/images/M/MV5BNjk3OTFmMmQtMjhkZC00ZWM4LWE4YmUtM2NkMzY0YTA2NjI1L2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNTI5NjIyMw@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.9/10'}]",N/A,5.9,217,tt5755796,movie,N/A,N/A,N/A,N/A,
False,Movie not found!,Bibik Bibikku,,,,,,,,,,,,,,,,,,,,,,,,,
True,,My Stupid Boss,My Stupid Boss,2016,TV-14,19 May 2016,108 min,Comedy,Upi Avianto,Upi Avianto,"Bunga Citra Lestari, Reza Rahadian, Alex Abbad",Diana (Bunga Citra Lestari) lives in Kuala Lumpur following her husband who works there. Diana then applied to work at a company owned by Bossman. Bossman happened to be her husband's college friend while in America.,"Indonesian, Malay, English",Indonesia,6 wins & 13 nominations,https://m.media-amazon.com/images/M/MV5BODNlNTM5NzMtZTRiNy00YmExLWIyNTQtN2RiYmRkNGIyZWIxXkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.1/10'}]",N/A,7.1,"1,849",tt5514296,movie,N/A,N/A,N/A,N/A,
True,,The Third Party,The Third Party,2016,N/A,12 Oct 2016,118 min,"Comedy, Romance",Jason Paul Laxamana,"Enrico C. Santos, Charlene Sawit-Esguerra, Patrick John Valencia","Angel Locsin, Zanjoe Marudo, Sam Milby","Andi, an aspiring fashion designer, is trying to win back her first love slash ex-beau, Max, a surgeon. Andi thought her plan to win Max's heart will go smoothly, but Max found a new love unto a gay pediatrician named Christian.","Filipino, Tagalog",Philippines,1 nomination,https://m.media-amazon.com/images/M/MV5BM2JmMTc1NDItNTBiMi00M2Q0LTkzYzMtNTc5NTA2NDM3OGNhXkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.1/10'}]",N/A,6.1,316,tt6088634,movie,N/A,N/A,N/A,N/A,
